Name,Description,styleUrl,NameEN,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
โลตัส มหาชัย 2 ,"Name-EN: Lotus's Mahachai 2<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 99/8 ม.8 ต.ท่าทราย อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000<br>Latitude: 13.56317<br>Longitude: 100.27972<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Mahachai 2,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",99/8 ม.8 ต.ท่าทราย อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,13.56317,100.27972,Altervim,"
            100.27972,13.56317,0
          "
โลตัส อรัญประเทศ,"Name-EN: Lotus’s Aranyaprathet<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 559 ม. 1 ต.บ้านใหม่หนองไทร อ.อรัญประเทศ จ.สระแก้ว 27210<br>Latitude: 13.71105<br>Longitude: 102.48283<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Aranyaprathet,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",559 ม. 1 ต.บ้านใหม่หนองไทร อ.อรัญประเทศ จ.สระแก้ว 27210,13.71105,102.48283,Altervim,"
            102.48283,13.71105,0
          "
โลตัส เวียงสระ ,"Name-EN: Lotus’s Wiang Sa<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: เลขที่ 222 ม. 1 ต.เวียงสระ อ.เวียงสระ จ.สุราษฎร์ธานี 84000<br>Latitude: 8.639298<br>Longitude: 99.352012<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Wiang Sa,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",เลขที่ 222 ม. 1 ต.เวียงสระ อ.เวียงสระ จ.สุราษฎร์ธานี 84000,8.639298,99.352012,Altervim,"
            99.352012,8.639298,0
          "
โลตัส สุราษฎร์ธานี,"Name-EN: Lotus's Suratthani<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 9/1 ม.3 ถ.เลี่ยงเมือง ต.มะขามเตี้ย อ.เมือง จ.สุราษฎร์ธานี 84000<br>Latitude: 9.1040142<br>Longitude: 99.3069756<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Suratthani,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",9/1 ม.3 ถ.เลี่ยงเมือง ต.มะขามเตี้ย อ.เมือง จ.สุราษฎร์ธานี 84000,9.1040142,99.3069756,Altervim,"
            99.3069756,9.1040142,0
          "
โลตัส ไชยา,"Name-EN: Lotus's Chaiya<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 97 ม.2 ต.เวียง อ.ไชยา จ.สุราษฏ์ธานี 84110<br>Latitude: 9.38297<br>Longitude: 99.17195<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Chaiya,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",97 ม.2 ต.เวียง อ.ไชยา จ.สุราษฏ์ธานี 84110,9.38297,99.17195,Altervim,"
            99.17195,9.38297,0
          "
โลตัส สกลนคร,"Name-EN: Lotus’s Sakon Nakhon<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 243 ถ.ใสสว่าง ต.ธาตุเชิงชุม อ.เมืองสกลนคร จ.สกลนคร 47000<br>Latitude: 17.16864794<br>Longitude: 104.1393696<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Sakon Nakhon,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",243 ถ.ใสสว่าง ต.ธาตุเชิงชุม อ.เมืองสกลนคร จ.สกลนคร 47000,17.16864794,104.1393696,Altervim,"
            104.1393696,17.16864794,0
          "
โลตัส สุพรรณบุรี,"Name-EN: Lotus's Suphan Buri<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 293 ม.5 ถ.สุพรรณบุรี-ชัยนาท ต.ท่าระหัด อ.เมือง จ.สุพรรณบุรี 72000<br>Latitude: 14.46946<br>Longitude: 100.12945<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Suphan Buri,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",293 ม.5 ถ.สุพรรณบุรี-ชัยนาท ต.ท่าระหัด อ.เมือง จ.สุพรรณบุรี 72000,14.46946,100.12945,Altervim,"
            100.12945,14.46946,0
          "
โลตัส สมุทรปราการ,"Name-EN: Lotus’s Samut Prakan<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 156/6 ถนนสายลวด ตำบลปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280<br>Latitude: 13.58786789<br>Longitude: 100.5979839<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Samut Prakan,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",156/6 ถนนสายลวด ตำบลปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280,13.58786789,100.5979839,Altervim,"
            100.5979839,13.58786789,0
          "
โลตัส สระบุรี,"Name-EN: Lotus's saraburi<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 91 3 ถ. มิตรภาพ ตำบล ปากเพรียว อำเภอเมืองสระบุรี สระบุรี <br>Latitude: 14.52185<br>Longitude: 100.92213<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's saraburi,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",91 3 ถ. มิตรภาพ ตำบล ปากเพรียว อำเภอเมืองสระบุรี สระบุรี ,14.52185,100.92213,Altervim,"
            100.92213,14.52185,0
          "
โลตัส ปราสาท,"Name-EN: Lotus’s Prasat<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 68 ม. 2 ต.กังแอน อ.ปราสาท จ.สุรินทร์ 32140<br>Latitude: 14.63142419459136<br>Longitude: 103.4075456917333<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Prasat,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",68 ม. 2 ต.กังแอน อ.ปราสาท จ.สุรินทร์ 32140,14.63142419459136,103.4075456917333,Altervim,"
            103.407545691733,14.6314241945914,0
          "
โลตัส ตาก,"Name-EN: Lotus’s Tak<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 18 ถ.พหลโยธิน ต.ระแหง อ.เมืองตาก จ.ตาก 63000<br>Latitude: 16.86573<br>Longitude: 99.13508<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Tak,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",18 ถ.พหลโยธิน ต.ระแหง อ.เมืองตาก จ.ตาก 63000,16.86573,99.13508,Altervim,"
            99.13508,16.86573,0
          "
โลตัส ตรัง,"Name-EN: Lotus’s Trang<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 120/6 ม. 2 ต.โคกหล่อ อ.เมือง จ.ตรัง 92000<br>Latitude: 7.54185<br>Longitude: 99.61847<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Trang,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",120/6 ม. 2 ต.โคกหล่อ อ.เมือง จ.ตรัง 92000,7.54185,99.61847,Altervim,"
            99.61847,7.54185,0
          "
โลตัส ตราด,"Name-EN: Lotus’s Trat<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 1134 หมู่ 1 ต.วังกระแจะ อ.เมืองตราด จ.ตราด  23000<br>Latitude: 12.25479<br>Longitude: 102.51063<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Trat,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",1134 หมู่ 1 ต.วังกระแจะ อ.เมืองตราด จ.ตราด  23000,12.25479,102.51063,Altervim,"
            102.51063,12.25479,0
          "
โลตัส อุบลราชธานี,"Name-EN: Lotus's Ubonratchathani<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 492 ถ. ชยางกูร ตำบล ในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000<br>Latitude: 15.25316577253757<br>Longitude: 104.850217443353<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Ubonratchathani,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",492 ถ. ชยางกูร ตำบล ในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000,15.25316577253757,104.850217443353,Altervim,"
            104.850217443353,15.2531657725376,0
          "
โลตัส วารินชำราบ,"Name-EN: Lotus’s Warinchanrap<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 55 ม. 20 ต.แสนสุข อ.วารินชำราบ จ.อุบลราชธานี 34109<br>Latitude: 15.18148<br>Longitude: 104.85634<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Warinchanrap,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",55 ม. 20 ต.แสนสุข อ.วารินชำราบ จ.อุบลราชธานี 34109,15.18148,104.85634,Altervim,"
            104.85634,15.18148,0
          "
โลตัส อุตรดิตถ์,"Name-EN: Lotus's Uttaradit<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 2 ถ.ศรีชาววัง ต.ท่าอิฐ อำเภอเมือง จ.อุตรดิตถ์ 53000<br>Latitude: 17.6073763<br>Longitude: 100.082038<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Uttaradit,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",2 ถ.ศรีชาววัง ต.ท่าอิฐ อำเภอเมือง จ.อุตรดิตถ์ 53000,17.6073763,100.082038,Altervim,"
            100.082038,17.6073763,0
          "
