Name,Description,styleUrl,Power,Address,Latitude,Longitude,Provider,Coordinates
สถานีชาร์จ พาข้าวโคราช,Power: 40 kW<br>Description: ห้างสรรพสินค้า พาข้าวโคราช 399 ถนนมิตรภาพ-หนองคาย ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 (ร่วมเครือข่าย PEA VOLTA) สถานีชาร์จ พาข้าวโคราช #1 (เครือข่าย PEA VOLTA)<br>Latitude: 14.98742294<br>Longitude: 102.09421539<br>Provider: PEA,#icon-1899-DB4436-labelson,40 kW,ห้างสรรพสินค้า พาข้าวโคราช 399 ถนนมิตรภาพ-หนองคาย ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 (ร่วมเครือข่าย PEA VOLTA) สถานีชาร์จ พาข้าวโคราช #1 (เครือข่าย PEA VOLTA),14.98742294,102.09421539,PEA,"
            102.09421539,14.98742294,0
          "
อ่างทอง,Power: 25 kW<br>Description: ตำบล โพสะ อำเภอเมืองอ่างทอง อ่างทอง 14000 PEA VOLTA อ่างทอง<br>Latitude: 14.58588791<br>Longitude: 100.45501709<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล โพสะ อำเภอเมืองอ่างทอง อ่างทอง 14000 PEA VOLTA อ่างทอง,14.58588791,100.45501709,PEA,"
            100.45501709,14.58588791,0
          "
ศรีราชา,Power: 25 kW<br>Description: 65 ถ. สุขุมวิท อำเภอศรีราชา ชลบุรี 20110 PEA VOLTA ศรีราชา<br>Latitude: 13.17165947<br>Longitude: 100.93170929<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,65 ถ. สุขุมวิท อำเภอศรีราชา ชลบุรี 20110 PEA VOLTA ศรีราชา,13.17165947,100.93170929,PEA,"
            100.93170929,13.17165947,0
          "
สังขละบุรี,Power: 25 kW<br>Description: ตำบลหนองลู อำเภอสังขละบุรี จังหวัดกาญจนบุรี 71240 PEA VOLTA สังขละบุรี<br>Latitude: 15.15727901<br>Longitude: 98.44969177<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบลหนองลู อำเภอสังขละบุรี จังหวัดกาญจนบุรี 71240 PEA VOLTA สังขละบุรี,15.15727901,98.44969177,PEA,"
            98.44969177,15.15727901,0
          "
ทองผาภูมิ,Power: 25 kW<br>Description: 160/6 หมู่ที่ 1 ตำบลท่าขนุน อำเภอทองผาภูมิ จังหวัดกาจนบุรี 71180 PEA VOLTA ทองผาภูมิ<br>Latitude: 14.74965954<br>Longitude: 98.62330627<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,160/6 หมู่ที่ 1 ตำบลท่าขนุน อำเภอทองผาภูมิ จังหวัดกาจนบุรี 71180 PEA VOLTA ทองผาภูมิ,14.74965954,98.62330627,PEA,"
            98.62330627,14.74965954,0
          "
ศรีมหาโพธิ,Power: 25 kW<br>Description: หมู่ที่ 9 145 ตำบล ศรีมหาโพธิ อำเภอศรีมหาโพธิ ปราจีนบุรี 25140 PEA VOLTA ศรีมหาโพธิ<br>Latitude: 13.94896221<br>Longitude: 101.51259613<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,หมู่ที่ 9 145 ตำบล ศรีมหาโพธิ อำเภอศรีมหาโพธิ ปราจีนบุรี 25140 PEA VOLTA ศรีมหาโพธิ,13.94896221,101.51259613,PEA,"
            101.51259613,13.94896221,0
          "
ขลุง,Power: 25 kW<br>Description: 3 ตำบล ขลุง อำเภอ ขลุง จันทบุรี 22110 PEA VOLTA ขลุง<br>Latitude: 12.45309639<br>Longitude: 102.24195099<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,3 ตำบล ขลุง อำเภอ ขลุง จันทบุรี 22110 PEA VOLTA ขลุง,12.45309639,102.24195099,PEA,"
            102.24195099,12.45309639,0
          "
แกลง,Power: 25 kW<br>Description: ตำบลทุ่งควายกิน อำเภอแกลง ระยอง 21110 PEA VOLTA แกลง<br>Latitude: 12.78307819<br>Longitude: 101.68789673<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบลทุ่งควายกิน อำเภอแกลง ระยอง 21110 PEA VOLTA แกลง,12.78307819,101.68789673,PEA,"
            101.68789673,12.78307819,0
          "
บึง,Power: 25 kW<br>Description: บึง อำเภอศรีราชา ชลบุรี 20230 PEA VOLTA บึง<br>Latitude: 13.07476902<br>Longitude: 101.02250671<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,บึง อำเภอศรีราชา ชลบุรี 20230 PEA VOLTA บึง,13.07476902,101.02250671,PEA,"
            101.02250671,13.07476902,0
          "
บางปะกง,Power: 25 kW<br>Description: ตำบล บางปะกง อำเภอบางปะกง ฉะเชิงเทรา 24130 PEA VOLTA บางปะกง<br>Latitude: 13.50337219<br>Longitude: 100.99400330<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล บางปะกง อำเภอบางปะกง ฉะเชิงเทรา 24130 PEA VOLTA บางปะกง,13.50337219,100.99400330,PEA,"
            100.9940033,13.50337219,0
          "
เสนา,"Power: 25 kW<br>Description: ตำบล บางนมโค วิเชียรบุรี, จังหวัดพระนครศรีอยุธยา 13110 PEA VOLTA เสนา<br>Latitude: 14.31366444<br>Longitude: 100.41654968<br>Provider: PEA",#icon-1899-DB4436-labelson,25 kW,"ตำบล บางนมโค วิเชียรบุรี, จังหวัดพระนครศรีอยุธยา 13110 PEA VOLTA เสนา",14.31366444,100.41654968,PEA,"
            100.41654968,14.31366444,0
          "
อู่ทอง,Power: 25 kW<br>Description: ตำบล อู่ทอง อำเภออู่ทอง สุพรรณบุรี 72160 PEA VOLTA อู่ทอง<br>Latitude: 14.35463524<br>Longitude: 99.87766266<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล อู่ทอง อำเภออู่ทอง สุพรรณบุรี 72160 PEA VOLTA อู่ทอง,14.35463524,99.87766266,PEA,"
            99.87766266,14.35463524,0
          "
สามชุก,Power: 25 kW<br>Description: ตำบล สามชุก อำเภอสามชุก สุพรรณบุรี 72130 PEA VOLTA สามชุก<br>Latitude: 14.75414658<br>Longitude: 100.09754944<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล สามชุก อำเภอสามชุก สุพรรณบุรี 72130 PEA VOLTA สามชุก,14.75414658,100.09754944,PEA,"
            100.09754944,14.75414658,0
          "
ดำเนินสะดวก,Power: 25 kW<br>Description: ตำบล ดำเนินสะดวก อำเภอดำเนินสะดวก ราชบุรี 70130 PEA VOLTA ดำเนินสะดวก<br>Latitude: 13.52127647<br>Longitude: 99.96343994<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ดำเนินสะดวก อำเภอดำเนินสะดวก ราชบุรี 70130 PEA VOLTA ดำเนินสะดวก,13.52127647,99.96343994,PEA,"
            99.96343994,13.52127647,0
          "
ปากน้ำชุมพร,"Power: 25 kW<br>Description: 339/44, 86120, ตำบล ปากน้ำ อำเภอเมืองชุมพร ชุมพร 86120 PEA VOLTA ปากน้ำชุมพร<br>Latitude: 10.42825985<br>Longitude: 99.24240112<br>Provider: PEA",#icon-1899-DB4436-labelson,25 kW,"339/44, 86120, ตำบล ปากน้ำ อำเภอเมืองชุมพร ชุมพร 86120 PEA VOLTA ปากน้ำชุมพร",10.42825985,99.24240112,PEA,"
            99.24240112,10.42825985,0
          "
โคกขาม,Power: 25 kW<br>Description: ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000 PEA VOLTA โคกขาม<br>Latitude: 13.55939007<br>Longitude: 100.31420898<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000 PEA VOLTA โคกขาม,13.55939007,100.31420898,PEA,"
            100.31420898,13.55939007,0
          "
ปราจีนบุรี,Power: 25 kW<br>Description: ตำบลหน้าเมือง อำเภอเมืองปราจีนบุรี ปราจีนบุรี 25000 PEA VOLTA ปราจีนบุรี<br>Latitude: 14.05461025<br>Longitude: 101.35501862<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบลหน้าเมือง อำเภอเมืองปราจีนบุรี ปราจีนบุรี 25000 PEA VOLTA ปราจีนบุรี,14.05461025,101.35501862,PEA,"
            101.35501862,14.05461025,0
          "
พานทอง,Power: 25 kW<br>Description: 1 ตำบล พานทอง อำเภอพานทอง ชลบุรี 20160 PEA VOLTA พานทอง<br>Latitude: 13.47099018<br>Longitude: 101.09517670<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,1 ตำบล พานทอง อำเภอพานทอง ชลบุรี 20160 PEA VOLTA พานทอง,13.47099018,101.09517670,PEA,"
            101.0951767,13.47099018,0
          "
บางปะอิน,Power: 25 kW<br>Description:  308 ตำบล คลองจิก อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 PEA VOLTA บางปะอิน<br>Latitude: 14.21169567<br>Longitude: 100.58769989<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW, 308 ตำบล คลองจิก อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 PEA VOLTA บางปะอิน,14.21169567,100.58769989,PEA,"
            100.58769989,14.21169567,0
          "
พนัสนิคม,Power: 25 kW<br>Description: ตำบล บ้านช้าง อำเภอพนัสนิคม ชลบุรี 20140 PEA VOLTA พนัสนิคม<br>Latitude: 13.45590878<br>Longitude: 101.19628906<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล บ้านช้าง อำเภอพนัสนิคม ชลบุรี 20140 PEA VOLTA พนัสนิคม,13.45590878,101.19628906,PEA,"
            101.19628906,13.45590878,0
          "
บ่อทอง,Power: 25 kW<br>Description: 268 ตำบล บ่อทอง อำเภอบ่อทอง ชลบุรี 20270 PEA VOLTA บ่อทอง<br>Latitude: 13.26551247<br>Longitude: 101.43793488<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,268 ตำบล บ่อทอง อำเภอบ่อทอง ชลบุรี 20270 PEA VOLTA บ่อทอง,13.26551247,101.43793488,PEA,"
            101.43793488,13.26551247,0
          "
บางแสน,"Power: 25 kW<br>Description: ถนนบางแสนสาย 2, ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20130 PEA VOLTA บางแสน<br>Latitude: 13.29052162<br>Longitude: 100.91259003<br>Provider: PEA",#icon-1899-DB4436-labelson,25 kW,"ถนนบางแสนสาย 2, ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20130 PEA VOLTA บางแสน",13.29052162,100.91259003,PEA,"
            100.91259003,13.29052162,0
          "
ปลวกแดง,Power: 25 kW<br>Description: ตำบล ปลวกแดง อำเภอปลวกแดง ระยอง 21140 PEA VOLTA ปลวกแดง<br>Latitude: 12.97140598<br>Longitude: 101.21376038<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ปลวกแดง อำเภอปลวกแดง ระยอง 21140 PEA VOLTA ปลวกแดง,12.97140598,101.21376038,PEA,"
            101.21376038,12.97140598,0
          "
บ้านบึง,Power: 25 kW<br>Description:  ตำบล บ้านบึง อำเภอบ้านบึง ชลบุรี 20170 PEA VOLTA บ้านบึง<br>Latitude: 13.29687977<br>Longitude: 101.12441254<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW, ตำบล บ้านบึง อำเภอบ้านบึง ชลบุรี 20170 PEA VOLTA บ้านบึง,13.29687977,101.12441254,PEA,"
            101.12441254,13.29687977,0
          "
ระยอง,Power: 25 kW<br>Description: 143 หมู่ 2 ถ. สุขุมวิท ตำบลเนินพระ อำเภอเมืองระยอง ระยอง 21000 PEA VOLTA ระยอง<br>Latitude: 12.68315125<br>Longitude: 101.22422028<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,143 หมู่ 2 ถ. สุขุมวิท ตำบลเนินพระ อำเภอเมืองระยอง ระยอง 21000 PEA VOLTA ระยอง,12.68315125,101.22422028,PEA,"
            101.22422028,12.68315125,0
          "
มาบตาพุด,Power: 25 kW<br>Description: 18 ถนนมาบตาพุดเมืองใหม่สาย7 ตำบล ห้วยโป่ง อำเภอเมืองระยอง ระยอง 21150 PEA VOLTA มาบตาพุด<br>Latitude: 12.72266674<br>Longitude: 101.12828827<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,18 ถนนมาบตาพุดเมืองใหม่สาย7 ตำบล ห้วยโป่ง อำเภอเมืองระยอง ระยอง 21150 PEA VOLTA มาบตาพุด,12.72266674,101.12828827,PEA,"
            101.12828827,12.72266674,0
          "
เพ,Power: 25 kW<br>Description: ซอย 1/2 ตำบลเพ อำเภอเมืองระยอง ระยอง 21160 PEA VOLTA เพ<br>Latitude: 12.62326622<br>Longitude: 101.42577362<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ซอย 1/2 ตำบลเพ อำเภอเมืองระยอง ระยอง 21160 PEA VOLTA เพ,12.62326622,101.42577362,PEA,"
            101.42577362,12.62326622,0
          "
วังน้อย,Power: 25 kW<br>Description: ตำบล ลำตาเสา อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 PEA VOLTA วังน้อย<br>Latitude: 14.24962902<br>Longitude: 100.70307159<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ลำตาเสา อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 PEA VOLTA วังน้อย,14.24962902,100.70307159,PEA,"
            100.70307159,14.24962902,0
          "
หนองแค,Power: 25 kW<br>Description: ตำบล หนองปลาหมอ อำเภอหนองแค สระบุรี 18140 PEA VOLTA หนองแค<br>Latitude: 14.35058498<br>Longitude: 100.85531616<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล หนองปลาหมอ อำเภอหนองแค สระบุรี 18140 PEA VOLTA หนองแค,14.35058498,100.85531616,PEA,"
            100.85531616,14.35058498,0
          "
ชุมแพ,Power: 25 kW<br>Description: ตำบล ชุมแพ อำเภอชุมแพ ขอนแก่น 40130 PEA VOLTA ชุมแพ<br>Latitude: 16.55112076<br>Longitude: 102.08540344<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ชุมแพ อำเภอชุมแพ ขอนแก่น 40130 PEA VOLTA ชุมแพ,16.55112076,102.08540344,PEA,"
            102.08540344,16.55112076,0
          "
วังสะพุง,Power: 25 kW<br>Description: ตำบล เขาหลวง อำเภอวังสะพุง เลย 42130 PEA VOLTA วังสะพุง<br>Latitude: 17.33830452<br>Longitude: 101.75547028<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล เขาหลวง อำเภอวังสะพุง เลย 42130 PEA VOLTA วังสะพุง,17.33830452,101.75547028,PEA,"
            101.75547028,17.33830452,0
          "
บ้านแพง,Power: 25 kW<br>Description: ตำบล บ้านแพง อำเภอ บ้านแพง นครพนม 48140 PEA VOLTA บ้านแพง<br>Latitude: 17.97113228<br>Longitude: 104.21341705<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล บ้านแพง อำเภอ บ้านแพง นครพนม 48140 PEA VOLTA บ้านแพง,17.97113228,104.21341705,PEA,"
            104.21341705,17.97113228,0
          "
นครราชสีมา,Power: 25 kW<br>Description: ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA นครราชสีมา #2<br>Latitude: 14.97412491<br>Longitude: 102.08364868<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA นครราชสีมา #2,14.97412491,102.08364868,PEA,"
            102.08364868,14.97412491,0
          "
จอมเทียน,Power: 25 kW<br>Description:  PEA VOLTA จอมเทียน<br>Latitude: 12.86489582<br>Longitude: 100.94518280<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW, PEA VOLTA จอมเทียน,12.86489582,100.94518280,PEA,"
            100.9451828,12.86489582,0
          "
บ้านค่าย,Power: 25 kW<br>Description: ตำบล บ้านค่าย อำเภอบ้านค่าย ระยอง 21120 PEA VOLTA บ้านค่าย<br>Latitude: 12.77228642<br>Longitude: 101.29211426<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล บ้านค่าย อำเภอบ้านค่าย ระยอง 21120 PEA VOLTA บ้านค่าย,12.77228642,101.29211426,PEA,"
            101.29211426,12.77228642,0
          "
ปราณบุรี,Power: 25 kW<br>Description: ตำบล หนองตาแต้ม อำเภอปราณบุรี ประจวบคีรีขันธ์ 77120 PEA VOLTA ปราณบุรี<br>Latitude: 12.36238575<br>Longitude: 99.88574982<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล หนองตาแต้ม อำเภอปราณบุรี ประจวบคีรีขันธ์ 77120 PEA VOLTA ปราณบุรี,12.36238575,99.88574982,PEA,"
            99.88574982,12.36238575,0
          "
ชะอำ,Power: 25 kW<br>Description: ตำบล ชะอำ อำเภอชะอำ เพชรบุรี 76120 PEA VOLTA ชะอำ<br>Latitude: 12.71772289<br>Longitude: 99.92845154<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ชะอำ อำเภอชะอำ เพชรบุรี 76120 PEA VOLTA ชะอำ,12.71772289,99.92845154,PEA,"
            99.92845154,12.71772289,0
          "
โพนพิสัย,Power: 25 kW<br>Description: ตำบล จุมพล อำเภอ โพนพิสัย หนองคาย 43120 PEA VOLTA โพนพิสัย<br>Latitude: 18.02464676<br>Longitude: 103.10359955<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล จุมพล อำเภอ โพนพิสัย หนองคาย 43120 PEA VOLTA โพนพิสัย,18.02464676,103.10359955,PEA,"
            103.10359955,18.02464676,0
          "
อ้อมน้อย,Power: 25 kW<br>Description: 72 106 หมู่ที่ 9 ถ. พุทธมณฑลสาย 5 ตำบล ไร่ขิง อำเภอสามพราน นครปฐม 73210 PEA VOLTA อ้อมน้อย<br>Latitude: 13.72295570<br>Longitude: 100.29792786<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,72 106 หมู่ที่ 9 ถ. พุทธมณฑลสาย 5 ตำบล ไร่ขิง อำเภอสามพราน นครปฐม 73210 PEA VOLTA อ้อมน้อย,13.72295570,100.29792786,PEA,"
            100.29792786,13.7229557,0
          "
สามพราน,Power: 25 kW<br>Description: 33/1 หมู่1 ถ. เพชรเกษม ตำบลท่าตลาด อำเภอสามพราน นครปฐม 73110 PEA VOLTA สามพราน<br>Latitude: 13.74312115<br>Longitude: 100.21258545<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,33/1 หมู่1 ถ. เพชรเกษม ตำบลท่าตลาด อำเภอสามพราน นครปฐม 73110 PEA VOLTA สามพราน,13.74312115,100.21258545,PEA,"
            100.21258545,13.74312115,0
          "
ปักธงชัย,Power: 25 kW<br>Description: ตำบลเมืองปัก อำเภอปักธงชัย นครราชสีมา 30150 PEA VOLTA ปักธงชัย<br>Latitude: 14.73450947<br>Longitude: 102.02924347<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบลเมืองปัก อำเภอปักธงชัย นครราชสีมา 30150 PEA VOLTA ปักธงชัย,14.73450947,102.02924347,PEA,"
            102.02924347,14.73450947,0
          "
สระบุรี,Power: 25 kW<br>Description: ตำบล ปากเพรียว อำเภอเมืองสระบุรี สระบุรี 18000 PEA VOLTA สระบุรี<br>Latitude: 14.53803825<br>Longitude: 100.91025543<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ปากเพรียว อำเภอเมืองสระบุรี สระบุรี 18000 PEA VOLTA สระบุรี,14.53803825,100.91025543,PEA,"
            100.91025543,14.53803825,0
          "
บ้านโป่ง,Power: 25 kW<br>Description: 22 ตำบล ปากแรต อำเภอบ้านโป่ง ราชบุรี 70110 PEA VOLTA บ้านโป่ง<br>Latitude: 13.83493519<br>Longitude: 99.87091064<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,22 ตำบล ปากแรต อำเภอบ้านโป่ง ราชบุรี 70110 PEA VOLTA บ้านโป่ง,13.83493519,99.87091064,PEA,"
            99.87091064,13.83493519,0
          "
กบินทร์บุรี,Power: 25 kW<br>Description: 28 3 ตำบล เมืองเก่า อำเภอกบินทร์บุรี ปราจีนบุรี 25240 PEA VOLTA กบินทร์บุรี<br>Latitude: 13.97805500<br>Longitude: 101.75205231<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,28 3 ตำบล เมืองเก่า อำเภอกบินทร์บุรี ปราจีนบุรี 25240 PEA VOLTA กบินทร์บุรี,13.97805500,101.75205231,PEA,"
            101.75205231,13.978055,0
          "
รัตภูมิ,Power: 25 kW<br>Description: 436 ถนน ยนตรการกำธร ตำบล ท่าชะมวง อำเภอรัตภูมิ สงขลา 90180 PEA VOLTA รัตภูมิ<br>Latitude: 7.12478495<br>Longitude: 100.23781586<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,436 ถนน ยนตรการกำธร ตำบล ท่าชะมวง อำเภอรัตภูมิ สงขลา 90180 PEA VOLTA รัตภูมิ,7.12478495,100.23781586,PEA,"
            100.23781586,7.12478495,0
          "
สตูล,"Power: 25 kW<br>Description: 104, 6 ซอย สฤษดิ์ภูมินารถ อำเภอเมืองสตูล สตูล 91000 PEA VOLTA สตูล<br>Latitude: 6.61106920<br>Longitude: 100.07357788<br>Provider: PEA",#icon-1899-DB4436-labelson,25 kW,"104, 6 ซอย สฤษดิ์ภูมินารถ อำเภอเมืองสตูล สตูล 91000 PEA VOLTA สตูล",6.61106920,100.07357788,PEA,"
            100.07357788,6.6110692,0
          "
สทิงพระ,Power: 25 kW<br>Description: ตำบล จะทิ้งพระ อำเภอ สทิงพระ สงขลา 90190 PEA VOLTA สทิงพระ<br>Latitude: 7.48578215<br>Longitude: 100.43576050<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล จะทิ้งพระ อำเภอ สทิงพระ สงขลา 90190 PEA VOLTA สทิงพระ,7.48578215,100.43576050,PEA,"
            100.4357605,7.48578215,0
          "
ลำพูน,Power: 25 kW<br>Description: ถนน ลำพูน-ป่าซาง ตำบล ในเมือง อำเภอเมืองลำพูน ลำพูน PEA VOLTA ลำพูน<br>Latitude: 18.56887054<br>Longitude: 98.99656677<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ถนน ลำพูน-ป่าซาง ตำบล ในเมือง อำเภอเมืองลำพูน ลำพูน PEA VOLTA ลำพูน,18.56887054,98.99656677,PEA,"
            98.99656677,18.56887054,0
          "
พร้าว,Power: 25 kW<br>Description: ตำบล เวียง อำเภอพร้าว เชียงใหม่ 50190 PEA VOLTA พร้าว<br>Latitude: 19.36980247<br>Longitude: 99.19470215<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล เวียง อำเภอพร้าว เชียงใหม่ 50190 PEA VOLTA พร้าว,19.36980247,99.19470215,PEA,"
            99.19470215,19.36980247,0
          "
ตากใบ,Power: 25 kW<br>Description: 29/14 ตำบล เจ๊ะเห อำเภอ ตากใบ นราธิวาส 96110 PEA VOLTA ตากใบ<br>Latitude: 6.25482798<br>Longitude: 102.04001617<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,29/14 ตำบล เจ๊ะเห อำเภอ ตากใบ นราธิวาส 96110 PEA VOLTA ตากใบ,6.25482798,102.04001617,PEA,"
            102.04001617,6.25482798,0
          "
สศช.,Power: 120 kW<br>Description: 962 ถ. กรุงเกษม แขวงวัดโสมนัส เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 PEA VOLTA สศช.<br>Latitude: 13.75687885<br>Longitude: 100.51401520<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,962 ถ. กรุงเกษม แขวงวัดโสมนัส เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 PEA VOLTA สศช.,13.75687885,100.51401520,PEA,"
            100.5140152,13.75687885,0
          "
คาลเท็กซ์ เมืองขอนแก่น,Power: 120 kW<br>Description: ตำบลบึงเนียม อำเภอเมืองขอนแก่น ขอนแก่น PEA VOLTA คาลเท็กซ์ เมืองขอนแก่น<br>Latitude: 16.43793488<br>Longitude: 102.92613983<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,ตำบลบึงเนียม อำเภอเมืองขอนแก่น ขอนแก่น PEA VOLTA คาลเท็กซ์ เมืองขอนแก่น,16.43793488,102.92613983,PEA,"
            102.92613983,16.43793488,0
          "
สถานีชาร์จ ฮูลิแกน คาเฟ่ (เครือข่าย VOLTA),Power: 40 kW<br>Description: 6002 ตำบล ตะกาดเง้า อำเภอท่าใหม่ จันทบุรี 22120 สถานีชาร์จ ฮูลิแกน คาเฟ่ (เครือข่าย VOLTA)<br>Latitude: 12.61459160<br>Longitude: 101.99621582<br>Provider: PEA,#icon-1899-DB4436-labelson,40 kW,6002 ตำบล ตะกาดเง้า อำเภอท่าใหม่ จันทบุรี 22120 สถานีชาร์จ ฮูลิแกน คาเฟ่ (เครือข่าย VOLTA),12.61459160,101.99621582,PEA,"
            101.99621582,12.6145916,0
          "
สุราษฎร์ธานี,Power: 120 kW<br>Description: 147 ถนนดอนนก ตำบลตลาด อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000 PEA VOLTA สุราษฎร์ธานี<br>Latitude: 9.13449287<br>Longitude: 99.33189392<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,147 ถนนดอนนก ตำบลตลาด อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000 PEA VOLTA สุราษฎร์ธานี,9.13449287,99.33189392,PEA,"
            99.33189392,9.13449287,0
          "
คาลเท็กซ์ ศรีราชา (หนองขาม),Power: 120 kW<br>Description: 6/37 ม.2 บายพาส 331 อำเภอศรีราชา ชลบุรี 20110 PEA VOLTA คาลเท็กซ์ ศรีราชา 2 (หนองขาม)<br>Latitude: 13.11799812<br>Longitude: 101.03105927<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,6/37 ม.2 บายพาส 331 อำเภอศรีราชา ชลบุรี 20110 PEA VOLTA คาลเท็กซ์ ศรีราชา 2 (หนองขาม),13.11799812,101.03105927,PEA,"
            101.03105927,13.11799812,0
          "
คาลเท็กซ์ หนองหาน,Power: 120 kW<br>Description: 99 ตำบล หนองเม็ก อำเภอหนองสองห้อง อุดรธานี 41130 PEA VOLTA คาลเท็กซ์ หนองหาน<br>Latitude: 17.36236382<br>Longitude: 103.15239716<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,99 ตำบล หนองเม็ก อำเภอหนองสองห้อง อุดรธานี 41130 PEA VOLTA คาลเท็กซ์ หนองหาน,17.36236382,103.15239716,PEA,"
            103.15239716,17.36236382,0
          "
บ้านดุง,Power: 25 kW<br>Description: 2022 ตำบล บ้านดุง อำเภอ บ้านดุง อุดรธานี 41190 PEA VOLTA บ้านดุง<br>Latitude: 17.67753601<br>Longitude: 103.25028229<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,2022 ตำบล บ้านดุง อำเภอ บ้านดุง อุดรธานี 41190 PEA VOLTA บ้านดุง,17.67753601,103.25028229,PEA,"
            103.25028229,17.67753601,0
          "
