Name,Description,styleUrl,Hours,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
E-TRUCK บ่อดิน (Station4),"Hours: Closed<br>Power: 150 kW<br>Description: CCS2: 150 kW, 200A, CLOSED<br>Parking<br>Address: หนองปรือ, พนัสนิคม, ชลบุรี<br>Latitude: 13.528464<br>Longitude: 101.255728<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,150 kW,"CCS2: 150 kW, 200A, CLOSED
Parking","หนองปรือ, พนัสนิคม, ชลบุรี",13.528464,101.255728,EA,"
            101.255728,13.528464,0
          "
E-TRUCK บ่อดิน (Station2),"Hours: Closed<br>Power: 150 kW<br>Description: CCS2: 150 kW, 200A, CLOSED<br>Parking<br>Address: หนองปรือ, พนัสนิคม, ชลบุรี<br>Latitude: 13.528109<br>Longitude: 101.255879<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,150 kW,"CCS2: 150 kW, 200A, CLOSED
Parking","หนองปรือ, พนัสนิคม, ชลบุรี",13.528109,101.255879,EA,"
            101.255879,13.528109,0
          "
E-TRUCK บ่อดิน (Station3),"Hours: Closed<br>Power: 150 kW<br>Description: CCS2: 150 kW, 200A, CLOSED<br>Parking<br>Address: หนองปรือ, พนัสนิคม, ชลบุรี<br>Latitude: 13.528428<br>Longitude: 101.256077<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,150 kW,"CCS2: 150 kW, 200A, CLOSED
Parking","หนองปรือ, พนัสนิคม, ชลบุรี",13.528428,101.256077,EA,"
            101.256077,13.528428,0
          "
MG เอ็น.วี.เอ็ม. มอเตอร์เซลล์ สุพรรณบุรี,"Hours: 24 Hr<br>Power: 50 kW<br>Description: CCS2: 50 kW<br>Type2: CLOSED<br>Parking<br>Address: ท่าระหัด, เมืองสุพรรณบุรี, สุพรรณบุรี<br>Latitude: 14.44668<br>Longitude: 100.130913<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"CCS2: 50 kW
Type2: CLOSED
Parking","ท่าระหัด, เมืองสุพรรณบุรี, สุพรรณบุรี",14.44668,100.130913,EA,"
            100.130913,14.44668,0
          "
ร้านอาหาร ครัวบ้านขวัญ วังมะนาว ST.2,"Hours: 24 Hr<br>Power: 50 kW<br>Description: CCS2: 2x 50 kW<br>Type2: 22 kW<br>parking<br>Address: ห้วยโรง, เขาย้อย, เพชรบุรี<br>Latitude: 13.322579<br>Longitude: 99.828651<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"CCS2: 2x 50 kW
Type2: 22 kW
parking","ห้วยโรง, เขาย้อย, เพชรบุรี",13.322579,99.828651,EA,"
            99.828651,13.322579,0
          "
ร้านอาหาร ครัวบ้านขวัญ วังมะนาว ST.1,"Hours: 24 Hr<br>Power: 40 kW<br>Description: Type2: CLOSED<br>Type1: CLOSED<br>CCS2: 2x 40 kW<br>parking ครัวบ้านขวัญ<br>Address: ห้วยโรง, เขาย้อย, เพชรบุรี<br>Latitude: 13.322032<br>Longitude: 99.828791<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,40 kW,"Type2: CLOSED
Type1: CLOSED
CCS2: 2x 40 kW
parking ครัวบ้านขวัญ","ห้วยโรง, เขาย้อย, เพชรบุรี",13.322032,99.828791,EA,"
            99.828791,13.322032,0
          "
ศูนย์การค้า ซีซั่น ไลฟ์ (ศรีราชา),"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 110 kW, 200A, CLOSED<br>Parking<br>Address: หนองขาม, ศรีราชา, ชลบุรี<br>Latitude: 13.150205<br>Longitude: 101.017345<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"Type2: 22 kW
CCS2: 110 kW, 200A, CLOSED
Parking","หนองขาม, ศรีราชา, ชลบุรี",13.150205,101.017345,EA,"
            101.017345,13.150205,0
          "
โรงแรมโมริโน ศรีราชา,"Hours: 24 Hr<br>Power: 75 kW<br>Description: CCS2: 2x 75 kW<br>Type2: CLOSED<br>Parking<br>Address: หนองขาม, ศรีราชา, ชลบุรี<br>Latitude: 13.119127<br>Longitude: 100.999661<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,75 kW,"CCS2: 2x 75 kW
Type2: CLOSED
Parking","หนองขาม, ศรีราชา, ชลบุรี",13.119127,100.999661,EA,"
            100.999661,13.119127,0
          "
เดอะ คอย,"Hours: 24 Hr<br>Power: 35 kW<br>Description: CCS2: 2x 35 kW<br>Type2: CLOSED<br>PARKING<br>Address: เขาพระ, เมืองนครนายก, นครนายก<br>Latitude: 14.234565<br>Longitude: 101.24179<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,35 kW,"CCS2: 2x 35 kW
Type2: CLOSED
PARKING","เขาพระ, เมืองนครนายก, นครนายก",14.234565,101.24179,EA,"
            101.24179,14.234565,0
          "
เอฟเอ็น เอาท์เลท พัทยา,"Hours: 24 Hr<br>Power: 75 kW<br>Description: CCS2: 12x 75 kW<br>Type2: CLOSED<br>Parking<br>Address: นาเกลือ, บางละมุง, ชลบุรี<br>Latitude: 12.984983<br>Longitude: 100.920464<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,75 kW,"CCS2: 12x 75 kW
Type2: CLOSED
Parking","นาเกลือ, บางละมุง, ชลบุรี",12.984983,100.920464,EA,"
            100.920464,12.984983,0
          "
FN Outlet สาขาเพชรบุรี (PHETCHABURI),"Hours: Peak<br>Power: 22 kW<br>Description: Type2: 2x 22 kW<br>CCS2: CLOSED<br>FN Outlet สาขาเพชรบุรี<br>Address: ต้นมะพร้าว, เมืองเพชรบุรี, เพชรบุรี<br>Latitude: 13.138882<br>Longitude: 99.855552<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,22 kW,"Type2: 2x 22 kW
CCS2: CLOSED
FN Outlet สาขาเพชรบุรี","ต้นมะพร้าว, เมืองเพชรบุรี, เพชรบุรี",13.138882,99.855552,EA,"
            99.855552,13.138882,0
          "
โรบินสัน สระบุรี,"Hours: Peak<br>Power: 75 kW<br>Description: CCS2: 2x 75 kW<br>Type2: CLOSED<br>Parking<br>Address: ตลิ่งชัน, เมืองสระบุรี, สระบุรี<br>Latitude: 14.540879<br>Longitude: 100.949098<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,75 kW,"CCS2: 2x 75 kW
Type2: CLOSED
Parking","ตลิ่งชัน, เมืองสระบุรี, สระบุรี",14.540879,100.949098,EA,"
            100.949098,14.540879,0
          "
Pattana Golf Club ศรีราชา,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW<br>Type1: 22 kW<br>CCS2: 50 kW<br>Parking<br>Address: เขาคันทรง, ศรีราชา, ชลบุรี<br>Latitude: 13.085995<br>Longitude: 101.14515<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW
Type1: 22 kW
CCS2: 50 kW
Parking","เขาคันทรง, ศรีราชา, ชลบุรี",13.085995,101.14515,EA,"
            101.14515,13.085995,0
          "
7-11 ธาราพัทยา,"Hours: Closed<br>Power: 40 kW<br>Description: CCS2: 40 kW, CLOSED<br>Type2: CLOSED<br>parking<br>Address: หนองปรือ, บางละมุง, ชลบุรี<br>Latitude: 12.919872<br>Longitude: 100.89026<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,40 kW,"CCS2: 40 kW, CLOSED
Type2: CLOSED
parking","หนองปรือ, บางละมุง, ชลบุรี",12.919872,100.89026,EA,"
            100.89026,12.919872,0
          "
โรบินสัน ปราจีนบุรี,"Hours: Peak<br>Power: 75 kW<br>Description: CCS2: 2x 75 kW<br>Type2: CLOSED<br>Parking<br>Address: บางบริบูรณ์, เมืองปราจีนบุรี, ปราจีนบุรี<br>Latitude: 14.058928<br>Longitude: 101.395934<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,75 kW,"CCS2: 2x 75 kW
Type2: CLOSED
Parking","บางบริบูรณ์, เมืองปราจีนบุรี, ปราจีนบุรี",14.058928,101.395934,EA,"
            101.395934,14.058928,0
          "
โชว์รูม โตโยต้าชัวร์ เมืองเพชร,"Hours: Peak<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>Paring<br>Address: ท่ายาง, ท่ายาง, เพชรบุรี<br>Latitude: 12.996351<br>Longitude: 99.907608<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
Paring","ท่ายาง, ท่ายาง, เพชรบุรี",12.996351,99.907608,EA,"
            99.907608,12.996351,0
          "
Siam Country Club Pattaya Old Course,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 50 kW<br>Parking<br>Address: โป่ง, บางละมุง, ชลบุรี<br>Latitude: 12.916087<br>Longitude: 100.987972<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW
CCS2: 2x 50 kW
Parking","โป่ง, บางละมุง, ชลบุรี",12.916087,100.987972,EA,"
            100.987972,12.916087,0
          "
ปั๊มน้ำมันสยามคันทรีคลับ พัทยา,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 50 kW<br>Parking<br>Address: โป่ง, บางละมุง, ชลบุรี<br>Latitude: 12.91277<br>Longitude: 100.992656<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW
CCS2: 2x 50 kW
Parking","โป่ง, บางละมุง, ชลบุรี",12.91277,100.992656,EA,"
            100.992656,12.91277,0
          "
คาลเท็กซ์ พัทยา-นาจอมเทียน,"Hours: 24 Hr<br>Power: 50 kW<br>Description: CCS2: 50 kW<br>Type2: CLOSED<br>Praking<br>Address: หนองปรือ, บางละมุง, ชลบุรี<br>Latitude: 12.832686<br>Longitude: 100.913753<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"CCS2: 50 kW
Type2: CLOSED
Praking","หนองปรือ, บางละมุง, ชลบุรี",12.832686,100.913753,EA,"
            100.913753,12.832686,0
          "
โกลบอลเฮ้าส์ (ลพบุรี),"Hours: Peak<br>Power: 75 kW<br>Description: CCS2: 2x 75 kW<br>Type2: CLOSED<br>Parking<br>Address: นิคมสร้างตนเอง, เมืองลพบุรี, ลพบุรี<br>Latitude: 14.763305<br>Longitude: 100.716476<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,75 kW,"CCS2: 2x 75 kW
Type2: CLOSED
Parking","นิคมสร้างตนเอง, เมืองลพบุรี, ลพบุรี",14.763305,100.716476,EA,"
            100.716476,14.763305,0
          "
ศิลามั่นคง ปิโตรเลียม ระยอง,"Hours: 24 Hr<br>Power: 50 kW<br>Description: CCS2: 2x 50 kW<br>Type2: CLOSED<br>Parking<br>Address: มะขามคู่, นิคมพัฒนา, ระยอง<br>Latitude: 12.841976<br>Longitude: 101.118928<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"CCS2: 2x 50 kW
Type2: CLOSED
Parking","มะขามคู่, นิคมพัฒนา, ระยอง",12.841976,101.118928,EA,"
            101.118928,12.841976,0
          "
เกษราเบเกอรี่ (จ.สิงห์บุรี),"Hours: 24 Hr<br>Power: 20 kW<br>Description: CCS2: 20 kW<br>Type2: CLOSED<br>Parking<br>Address: พรหมบุรี, พรหมบุรี, สิงห์บุรี<br>Latitude: 14.853201<br>Longitude: 100.444044<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,20 kW,"CCS2: 20 kW
Type2: CLOSED
Parking","พรหมบุรี, พรหมบุรี, สิงห์บุรี",14.853201,100.444044,EA,"
            100.444044,14.853201,0
          "
ESCAPE KHAO YAI HOTEL,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type1: 22 kW<br>Type2: 22 kW<br>CCS2: 2x 50 kW<br>Parking<br>Address: พญาเย็น, ปากช่อง, นครราชสีมา<br>Latitude: 14.567057<br>Longitude: 101.296117<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type1: 22 kW
Type2: 22 kW
CCS2: 2x 50 kW
Parking","พญาเย็น, ปากช่อง, นครราชสีมา",14.567057,101.296117,EA,"
            101.296117,14.567057,0
          "
พลูตาหลวง-อู่ตะเภา,"Hours: Closed<br>Power: 75 kW<br>Description: CCS2: 75 kW, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: พลูตาหลวง, สัตหีบ, ชลบุรี<br>Latitude: 12.695681<br>Longitude: 100.976415<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,75 kW,"CCS2: 75 kW, CLOSED
Type2: CLOSED
Parking","พลูตาหลวง, สัตหีบ, ชลบุรี",12.695681,100.976415,EA,"
            100.976415,12.695681,0
          "
ร้านอาหารสวนสิริ อ.กลางดง จ.นครราชสีมา,"Hours: Closed<br>Power: 22 kW<br>Description: CCS2: CLOSED<br>Type2: 22 kW, CLOSED<br>Parking<br>Address: กลางดง, ปากช่อง, นครราชสีมา<br>Latitude: 14.644483<br>Longitude: 101.287503<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,22 kW,"CCS2: CLOSED
Type2: 22 kW, CLOSED
Parking","กลางดง, ปากช่อง, นครราชสีมา",14.644483,101.287503,EA,"
            101.287503,14.644483,0
          "
โรงแรม เขาใหญ่ พาโนราม่า ฟาร์ม จำกัด (สำนักงานใหญ่),"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type1: 22 kW<br>Type2: 22 kW<br>CCS2: 2x 50 kW<br>Parking<br>Address: หนองน้ำแดง, ปากช่อง, นครราชสีมา<br>Latitude: 14.585561<br>Longitude: 101.401012<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type1: 22 kW
Type2: 22 kW
CCS2: 2x 50 kW
Parking","หนองน้ำแดง, ปากช่อง, นครราชสีมา",14.585561,101.401012,EA,"
            101.401012,14.585561,0
          "
FN Factory Outlet สาขาหัวหิน (HUA HIN),"Hours: Peak<br>Power: 75 kW<br>Description: Type2: 22 kW<br>Type1: 22 kW<br>CCS2: 2x 75 kW<br>FN Factory Outlet สาขาหัวหิน<br>Address: ชะอำ, ชะอำ, เพชรบุรี<br>Latitude: 12.66626<br>Longitude: 99.95199<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,75 kW,"Type2: 22 kW
Type1: 22 kW
CCS2: 2x 75 kW
FN Factory Outlet สาขาหัวหิน","ชะอำ, ชะอำ, เพชรบุรี",12.66626,99.95199,EA,"
            99.95199,12.66626,0
          "
ร้านคุณพราว,"Hours: Closed<br>Power: 50 kW<br>Description: CCS2: 50 kW, CLOSED<br>Type2: 22 kW, CLOSED<br>Parking<br>Address: ท่างาม, อินทร์บุรี, สิงห์บุรี<br>Latitude: 15.021624<br>Longitude: 100.339315<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,50 kW,"CCS2: 50 kW, CLOSED
Type2: 22 kW, CLOSED
Parking","ท่างาม, อินทร์บุรี, สิงห์บุรี",15.021624,100.339315,EA,"
            100.339315,15.021624,0
          "
ไชยแสง ปิโตรเลียม จ.สิงห์บุรี,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type1: 22 kW<br>Type2: 22 kW, CLOSED<br>CCS2: 2x 50 kW<br>Parking<br>Address: ท่างาม, อินทร์บุรี, สิงห์บุรี<br>Latitude: 15.033252<br>Longitude: 100.335272<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type1: 22 kW
Type2: 22 kW, CLOSED
CCS2: 2x 50 kW
Parking","ท่างาม, อินทร์บุรี, สิงห์บุรี",15.033252,100.335272,EA,"
            100.335272,15.033252,0
          "
ศูนย์การค้า แสงทอง พลัส จ.ระยอง,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 50 kW<br>parking<br>Address: เนินพระ, เมืองระยอง, ระยอง<br>Latitude: 12.682672<br>Longitude: 101.264925<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW
CCS2: 2x 50 kW
parking","เนินพระ, เมืองระยอง, ระยอง",12.682672,101.264925,EA,"
            101.264925,12.682672,0
          "
ตลาดสตาร์ระยอง (จ.ระยอง),"Hours: 24 Hr<br>Power: 50 kW<br>Description: CCS2: 2x 50 kW<br>Type2: 22 kW<br>Parking<br>Address: เนินพระ, เมืองระยอง, ระยอง<br>Latitude: 12.687207<br>Longitude: 101.272193<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"CCS2: 2x 50 kW
Type2: 22 kW
Parking","เนินพระ, เมืองระยอง, ระยอง",12.687207,101.272193,EA,"
            101.272193,12.687207,0
          "
สตาร์ โฮเต็ล จ.ระยอง,"Hours: Closed<br>Power: 22 kW<br>Description: Type2: 22 kW, CLOSED<br>CCS2: CLOSED<br>Parking<br>Address: ท่าประดู่, เมืองระยอง, ระยอง<br>Latitude: 12.686131<br>Longitude: 101.271089<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,22 kW,"Type2: 22 kW, CLOSED
CCS2: CLOSED
Parking","ท่าประดู่, เมืองระยอง, ระยอง",12.686131,101.271089,EA,"
            101.271089,12.686131,0
          "
บ้านราชดำเนิน หัวหิน รีสอร์ท,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 50 kW<br>Parking<br>Address: หัวหิน, หัวหิน, ประจวบคีรีขันธ์<br>Latitude: 12.557457<br>Longitude: 99.961173<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW
CCS2: 2x 50 kW
Parking","หัวหิน, หัวหิน, ประจวบคีรีขันธ์",12.557457,99.961173,EA,"
            99.961173,12.557457,0
          "
บลูพอร์ต หัวหิน ซั้นG,"Hours: 24 Hr<br>Power: 35 kW<br>Description: CCS2: 2x 35 kW<br>Type2: 2x 22 kW<br>Parknig<br>Address: หนองแก, หัวหิน, ประจวบคีรีขันธ์<br>Latitude: 12.547687<br>Longitude: 99.962177<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,35 kW,"CCS2: 2x 35 kW
Type2: 2x 22 kW
Parknig","หนองแก, หัวหิน, ประจวบคีรีขันธ์",12.547687,99.962177,EA,"
            99.962177,12.547687,0
          "
HOLIDAY INN HOTEL 2 (ด้านหลังอาคาร),"Hours: 24 Hr<br>Power: 75 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 75 kW<br>Type1: CLOSED<br>parking<br>Address: หนองแก, หัวหิน, ประจวบคีรีขันธ์<br>Latitude: 12.531887<br>Longitude: 99.963009<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,75 kW,"Type2: 22 kW
CCS2: 2x 75 kW
Type1: CLOSED
parking","หนองแก, หัวหิน, ประจวบคีรีขันธ์",12.531887,99.963009,EA,"
            99.963009,12.531887,0
          "
เฮฟเว่น แคว รีสอร์ท (ไทรโยค) จ.กาญจนบุรี,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type1: 11 kW<br>Type2: 22 kW, CLOSED<br>CCS2: 2x 50 kW<br>Parking<br>Address: ลุ่มสุ่ม, ไทรโยค, กาญจนบุรี<br>Latitude: 14.111251<br>Longitude: 99.131227<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type1: 11 kW
Type2: 22 kW, CLOSED
CCS2: 2x 50 kW
Parking","ลุ่มสุ่ม, ไทรโยค, กาญจนบุรี",14.111251,99.131227,EA,"
            99.131227,14.111251,0
          "
เอสโซ่ สหกิจ ระยอง,"Hours: Closed<br>Power: 110 kW<br>Description: CCS2: 110 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: กระแสบน, แกลง, ระยอง<br>Latitude: 12.837588<br>Longitude: 101.625606<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,110 kW,"CCS2: 110 kW, 200A, CLOSED
Type2: CLOSED
Parking","กระแสบน, แกลง, ระยอง",12.837588,101.625606,EA,"
            101.625606,12.837588,0
          "
สุวรรณาริเวอร์ไซด์รีสอร์ท (จ.ชัยนาท),"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 50 kW<br>Parking<br>Address: บ้านกล้วย, เมืองชัยนาท, ชัยนาท<br>Latitude: 15.167415<br>Longitude: 100.134198<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW
CCS2: 2x 50 kW
Parking","บ้านกล้วย, เมืองชัยนาท, ชัยนาท",15.167415,100.134198,EA,"
            100.134198,15.167415,0
          "
ECF (ระยอง),"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 2x 22 kW<br>CCS2: 2x 50 kW<br>parking<br>Address: ทางเกวียน, แกลง, ระยอง<br>Latitude: 12.800445<br>Longitude: 101.63971<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 2x 22 kW
CCS2: 2x 50 kW
parking","ทางเกวียน, แกลง, ระยอง",12.800445,101.63971,EA,"
            101.63971,12.800445,0
          "
ชัยนาท รีสอร์ท จ.ชัยนาท,"Hours: 24 Hr<br>Power: 65 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 65 kW<br>parking<br>Address: เขาท่าพระ, เมืองชัยนาท, ชัยนาท<br>Latitude: 15.190431<br>Longitude: 100.131758<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,65 kW,"Type2: 22 kW
CCS2: 2x 65 kW
parking","เขาท่าพระ, เมืองชัยนาท, ชัยนาท",15.190431,100.131758,EA,"
            100.131758,15.190431,0
          "
เลค เฮฟเว่น รีสอร์ท (จ.กาญจนบุรี),"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 50 kW<br>Parking<br>Address: ท่ากระดาน, ศรีสวัสดิ์, กาญจนบุรี<br>Latitude: 14.431049<br>Longitude: 99.127515<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW
CCS2: 2x 50 kW
Parking","ท่ากระดาน, ศรีสวัสดิ์, กาญจนบุรี",14.431049,99.127515,EA,"
            99.127515,14.431049,0
          "
แฟนตาซี รีสอร์ท จ.ชัยนาท,"Hours: 24 Hr<br>Power: 58 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 58 kW<br>Parking<br>Address: บ้านกล้วย, เมืองชัยนาท, ชัยนาท<br>Latitude: 15.218229<br>Longitude: 100.168941<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,58 kW,"Type2: 22 kW
CCS2: 2x 58 kW
Parking","บ้านกล้วย, เมืองชัยนาท, ชัยนาท",15.218229,100.168941,EA,"
            100.168941,15.218229,0
          "
ปั๊มแก๊ส ไทยแก๊สปิโตรเลี่ยม จำกัด (ปราณบุรี),"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW<br>CCS2: 50 kW<br>Parking<br>Address: เขาน้อย, ปราณบุรี, ประจวบคีรีขันธ์<br>Latitude: 12.378388<br>Longitude: 99.891013<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW
CCS2: 50 kW
Parking","เขาน้อย, ปราณบุรี, ประจวบคีรีขันธ์",12.378388,99.891013,EA,"
            99.891013,12.378388,0
          "
ณัฐชนน ฟาร์ม รีสอร์ท จ.ชัยนาท,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type1: 22 kW<br>Type2: 22 kW<br>CCS2: 2x 50 kW<br>Parking<br>Address: เขาท่าพระ, เมืองชัยนาท, ชัยนาท<br>Latitude: 15.217633<br>Longitude: 100.115591<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type1: 22 kW
Type2: 22 kW
CCS2: 2x 50 kW
Parking","เขาท่าพระ, เมืองชัยนาท, ชัยนาท",15.217633,100.115591,EA,"
            100.115591,15.217633,0
          "
มิตซูรัตนหิรัญ,"Hours: 24 Hr<br>Power: 50 kW<br>Description: CCS2: 2x 50 kW<br>Type2: CLOSED<br>Parking<br>Address: พลับพลา, โชคชัย, นครราชสีมา<br>Latitude: 14.7383<br>Longitude: 102.136234<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"CCS2: 2x 50 kW
Type2: CLOSED
Parking","พลับพลา, โชคชัย, นครราชสีมา",14.7383,102.136234,EA,"
            102.136234,14.7383,0
          "
MG Chanthaburi,"Hours: Peak<br>Power: 40 kW<br>Description: CCS2: 2x 40 kW<br>Type2: CLOSED<br>Parking<br>Address: ท่าช้าง, เมืองจันทบุรี, จันทบุรี<br>Latitude: 12.620122<br>Longitude: 102.104563<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,40 kW,"CCS2: 2x 40 kW
Type2: CLOSED
Parking","ท่าช้าง, เมืองจันทบุรี, จันทบุรี",12.620122,102.104563,EA,"
            102.104563,12.620122,0
          "
ดูโฮม สาขานครราชสีมา,"Hours: Peak<br>Power: 75 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 75 kW<br>Parking<br>Address: หนองบัวศาลา, เมืองนครราชสีมา, นครราชสีมา<br>Latitude: 14.933957<br>Longitude: 102.137269<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,75 kW,"Type2: 22 kW
CCS2: 2x 75 kW
Parking","หนองบัวศาลา, เมืองนครราชสีมา, นครราชสีมา",14.933957,102.137269,EA,"
            102.137269,14.933957,0
          "
โรงแรม บ้านสวนรีสอร์ท (จ.นครสรรค์),"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW<br>Type1: 22 kW<br>CCS2: 2x 50 kW<br>Parking<br>Address: นครสวรรค์ตก, เมืองนครสวรรค์, นครสวรรค์<br>Latitude: 15.697618<br>Longitude: 100.119573<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW
Type1: 22 kW
CCS2: 2x 50 kW
Parking","นครสวรรค์ตก, เมืองนครสวรรค์, นครสวรรค์",15.697618,100.119573,EA,"
            100.119573,15.697618,0
          "
ร้านอาหาร กุ้งเผา2 น้ำปิงรีสอร์ท จ.นครสวรรค์,"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: CLOSED<br>Type1: CLOSED<br>CCS2: 50 kW<br>Parking<br>Address: บ้านมะเกลือ, เมืองนครสวรรค์, นครสวรรค์<br>Latitude: 15.730931<br>Longitude: 100.115442<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: CLOSED
Type1: CLOSED
CCS2: 50 kW
Parking","บ้านมะเกลือ, เมืองนครสวรรค์, นครสวรรค์",15.730931,100.115442,EA,"
            100.115442,15.730931,0
          "
โกลบอลเฮ้าส์ (นครราชสีมา),"Hours: 24 Hr<br>Power: 100 kW<br>Description: CCS2: 2x 100 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บ้านเกาะ, เมืองนครราชสีมา, นครราชสีมา<br>Latitude: 15.008553<br>Longitude: 102.124686<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,100 kW,"CCS2: 2x 100 kW, 200A
Type2: CLOSED
Parking","บ้านเกาะ, เมืองนครราชสีมา, นครราชสีมา",15.008553,102.124686,EA,"
            102.124686,15.008553,0
          "
ปั้มแก๊ส เกษตรพัฒนา 1993 (จ.นครสวรรค์),"Hours: 24 Hr<br>Power: 50 kW<br>Description: Type2: 22 kW, CLOSED<br>CCS2: 2x 50 kW<br>Parking<br>Address: นครสวรรค์ตก, เมืองนครสวรรค์, นครสวรรค์<br>Latitude: 15.775353<br>Longitude: 100.121294<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,50 kW,"Type2: 22 kW, CLOSED
CCS2: 2x 50 kW
Parking","นครสวรรค์ตก, เมืองนครสวรรค์, นครสวรรค์",15.775353,100.121294,EA,"
            100.121294,15.775353,0
          "
